ID,agestrat,COMscoreT
202105,24,19
207013,24,20
207015,24,16
211012,24,18
215007,24,NA
215010,24,NA
218007,24,18
218012,24,NA
220004,24,16
220021,24,21
220022,24,12
223002,24,20
223007,24,15
227014,24,14
228004,24,NA
505004,24,NA
527005,24,7
612004,24,14
612009,24,10
101042,28,NA
101048,28,NA
101051,28,NA
102029,28,18
104016,28,NA
108017,28,NA
108026,28,NA
108029,28,NA
109006,28,19
111047,28,22
112008,28,20
114013,28,23
115119,28,NA
116010,28,19
116014,28,19
116027,28,19
116049,28,20
116055,28,20
116079,28,21
117015,28,19
117028,28,NA
120016,28,22
120048,28,21
125026,28,21
125045,28,NA
125059,28,NA
125060,28,NA
129009,28,23
131010,28,NA
134033,28,17
136015,28,NA
136016,28,NA
136017,28,NA
137007,28,22
137011,28,NA
137019,28,NA
138011,28,20
139022,28,NA
141026,28,24
141030,28,20
148018,28,23
154043,28,13
154074,28,NA
202022,28,14
202035,28,19
202068,28,23
202095,28,14
211014,28,27
211018,28,NA
220040,28,NA
220043,28,NA
221004,28,23
223010,28,15
224008,28,17
227007,28,20
227010,28,19
227012,28,15
228003,28,NA
505001,28,NA
505002,28,NA
608006,28,12
612005,28,15
612006,28,19
612010,28,8
101003,32,23
101017,32,26
101033,32,25
101049,32,NA
102006,32,19
107035,32,23
108004,32,NA
109022,32,22
109078,32,24
109087,32,20
111054,32,21
111055,32,24
112001,32,23
112025,32,22
112026,32,5
115006,32,NA
115117,32,NA
116006,32,20
116020,32,24
116026,32,15
116050,32,20
116056,32,20
116073,32,20
116080,32,20
117001,32,20
117045,32,29
118002,32,22
120052,32,22
125040,32,21
127020,32,26
132011,32,NA
133022,32,NA
134041,32,18
134046,32,19
135028,32,NA
137023,32,NA
137031,32,NA
139019,32,21
141028,32,22
141029,32,21
141035,32,22
142008,32,NA
142013,32,NA
142017,32,NA
143011,32,25
143024,32,23
154002,32,23
202043,32,21
202055,32,26
207020,32,18
213001,32,NA
220041,32,NA
221007,32,21
224004,32,20
227002,32,20
227018,32,19
501022,32,NA
505030,32,NA
608013,32,12
101007,36,23
101013,36,NA
104007,36,NA
104015,36,NA
104018,36,23
105001,36,6
105008,36,8
109009,36,26
109063,36,17
109081,36,28
111004,36,NA
111012,36,28
111022,36,27
112004,36,22
112009,36,19
112021,36,23
112024,36,24
115031,36,NA
116002,36,20
116003,36,20
116004,36,23
117012,36,15
117030,36,25
117042,36,23
117055,36,NA
117065,36,NA
118018,36,NA
119001,36,27
119008,36,NA
120011,36,20
121007,36,21
121020,36,22
122001,36,20
123021,36,24
123040,36,22
123071,36,22
123072,36,22
127006,36,23
129004,36,20
129005,36,23
129008,36,23
129014,36,24
129023,36,26
129024,36,22
129028,36,20
131006,36,18
131009,36,24
131022,36,NA
131034,36,19
135002,36,NA
137004,36,17
137010,36,20
137041,36,NA
137045,36,21
141031,36,21
141032,36,23
141033,36,22
141037,36,21
141039,36,20
142022,36,NA
142029,36,NA
151006,36,20
151014,36,24
151017,36,20
151041,36,19
151045,36,19
154031,36,NA
202044,36,23
202080,36,NA
207023,36,20
216007,36,NA
221001,36,22
223006,36,22
224011,36,21
224012,36,21
505003,36,NA
505023,36,NA
505025,36,NA
506011,36,15
508019,36,14
508021,36,14
527001,36,NA
608005,36,21
612003,36,12
101039,42,25
105013,42,15
105014,42,7
105042,42,18
107049,42,28
109008,42,18
109018,42,23
109035,42,29
109054,42,23
111002,42,26
111010,42,29
111019,42,24
111020,42,26
111024,42,29
115037,42,NA
115047,42,NA
115118,42,NA
116008,42,22
116017,42,21
117009,42,NA
117062,42,22
118009,42,21
120015,42,25
120029,42,20
120062,42,26
121016,42,25
123033,42,23
123034,42,22
123063,42,22
123073,42,23
127014,42,24
127017,42,28
127028,42,26
127032,42,28
129007,42,24
131008,42,22
131014,42,24
131041,42,24
131043,42,25
131055,42,25
131058,42,26
132030,42,NA
133004,42,NA
135013,42,NA
139004,42,NA
139013,42,24
139015,42,NA
141034,42,21
141036,42,24
141038,42,20
141040,42,21
141041,42,24
141042,42,26
141043,42,21
142018,42,NA
148024,42,25
151010,42,22
151011,42,23
154009,42,NA
154042,42,20
201052,42,21
202009,42,26
202014,42,18
202026,42,26
202028,42,24
202032,42,26
202037,42,28
202038,42,31
202042,42,23
202049,42,23
202062,42,24
202066,42,25
202087,42,21
202092,42,25
206001,42,22
211007,42,18
216015,42,NA
220003,42,24
223001,42,23
224016,42,22
505008,42,NA
505024,42,20
505038,42,8
505039,42,3
506016,42,9
508008,42,24
508015,42,14
508022,42,17
508033,42,13
517018,42,17
608001,42,25
608009,42,26
608010,42,25
101008,48,NA
101019,48,26
101027,48,26
101036,48,26
104028,48,NA
105002,48,23
105012,48,17
105020,48,17
108033,48,NA
108038,48,NA
109014,48,28
109038,48,20
109060,48,29
109066,48,25
109090,48,30
109096,48,26
111028,48,NA
111030,48,29
111049,48,29
112012,48,23
112022,48,23
113010,48,NA
115001,48,20
115015,48,9
117024,48,27
117029,48,NA
118006,48,25
120017,48,21
120042,48,22
120064,48,29
122012,48,NA
125002,48,29
125003,48,26
127015,48,24
127031,48,25
129015,48,23
129019,48,27
129021,48,27
129025,48,26
131024,48,30
131042,48,28
132007,48,NA
132027,48,NA
133016,48,NA
137008,48,30
137018,48,24
137034,48,27
139003,48,NA
139009,48,25
139018,48,26
139021,48,25
141045,48,23
141048,48,25
143003,48,28
148016,48,NA
148021,48,NA
151005,48,27
151007,48,NA
151029,48,26
154064,48,NA
154073,48,NA
202003,48,22
202018,48,18
202047,48,26
202058,48,22
202060,48,25
202061,48,26
202088,48,30
202101,48,26
207010,48,25
207012,48,27
208002,48,21
208004,48,14
208005,48,24
215002,48,26
216004,48,NA
216018,48,NA
218004,48,24
220016,48,24
220033,48,NA
224007,48,24
224015,48,23
224018,48,24
501002,48,23
501006,48,20
501008,48,NA
501010,48,NA
501032,48,22
505013,48,NA
505035,48,18
507001,48,8
526001,48,3
526003,48,12
608002,48,24
101025,54,26
104003,54,27
104040,54,NA
105006,54,14
105010,54,9
107046,54,24
108015,54,29
109080,54,28
111038,54,28
112023,54,28
114001,54,26
114004,54,28
114007,54,NA
114008,54,NA
114009,54,NA
114010,54,NA
114012,54,28
114014,54,NA
114015,54,NA
114018,54,29
115120,54,21
117014,54,25
117022,54,29
117023,54,29
120012,54,25
120049,54,23
121023,54,NA
123006,54,21
123007,54,22
123079,54,26
125004,54,22
125006,54,21
125009,54,23
125015,54,18
125018,54,28
126008,54,25
126009,54,22
126016,54,28
127007,54,28
127024,54,29
128013,54,NA
129010,54,25
130015,54,28
131005,54,26
132019,54,NA
132023,54,17
133013,54,29
135006,54,26
135007,54,28
137012,54,25
137021,54,23
137039,54,27
138009,54,NA
141044,54,25
141046,54,24
141047,54,25
141049,54,27
142028,54,NA
143010,54,27
148005,54,27
151035,54,22
154052,54,30
201020,54,30
201043,54,NA
201056,54,28
202006,54,27
202021,54,24
202056,54,28
202067,54,28
202071,54,26
208001,54,23
208003,54,23
208008,54,28
NA,54,NA
211006,54,21
213002,54,NA
220007,54,27
220023,54,25
505036,54,5
505037,54,9
506001,54,2
506014,54,20
507005,54,21
508013,54,19
508027,54,20
508032,54,14
517003,54,2
608003,54,27
609003,54,18
612002,54,25
101015,60,29
101029,60,29
101031,60,26
101034,60,26
101037,60,26
101043,60,NA
101050,60,NA
104005,60,20
104024,60,27
104025,60,26
107037,60,29
107048,60,24
108009,60,NA
108010,60,NA
108025,60,30
108031,60,13
109005,60,28
111009,60,29
111029,60,22
111032,60,27
111052,60,28
113006,60,NA
114006,60,NA
114022,60,NA
115007,60,29
115029,60,NA
115033,60,28
115126,60,NA
117064,60,NA
119020,60,NA
120018,60,NA
120031,60,20
120053,60,28
122002,60,29
122005,60,28
122016,60,NA
125005,60,22
125007,60,23
125008,60,24
125010,60,27
125012,60,21
125013,60,19
125014,60,24
125019,60,24
125021,60,25
125022,60,21
125023,60,27
125024,60,27
125031,60,27
125033,60,26
125046,60,27
125047,60,27
125048,60,28
126005,60,29
126013,60,29
130001,60,30
130003,60,29
130004,60,29
135027,60,30
136006,60,31
136011,60,NA
137015,60,28
139020,60,29
142023,60,NA
143009,60,27
143017,60,29
148017,60,29
148028,60,28
151027,60,26
154036,60,NA
154050,60,NA
201005,60,NA
201006,60,NA
201034,60,NA
201041,60,NA
202029,60,28
202031,60,30
202093,60,24
202106,60,28
207002,60,29
207021,60,28
208007,60,22
211002,60,29
211017,60,NA
218003,60,30
219003,60,29
220012,60,24
220015,60,27
224013,60,27
224014,60,29
224017,60,29
501001,60,22
501005,60,NA
501020,60,NA
501023,60,NA
501029,60,27
505005,60,22
505028,60,NA
505040,60,17
508001,60,19
508002,60,19
508031,60,18
517002,60,8
517013,60,21
526005,60,NA
602002,60,21
607005,60,NA
608007,60,28
612001,60,27
104006,66,NA
104030,66,NA
105033,66,26
105043,66,28
109026,66,29
109055,66,31
109091,66,30
112007,66,25
112031,66,21
113007,66,NA
116025,66,29
116036,66,30
117002,66,27
117006,66,NA
117037,66,NA
117043,66,NA
118001,66,26
118012,66,NA
118017,66,30
120032,66,24
120059,66,23
120067,66,30
123027,66,23
123046,66,26
123052,66,26
125011,66,26
125016,66,24
126001,66,27
126011,66,25
126014,66,26
127011,66,25
127016,66,31
127029,66,29
129017,66,29
131004,66,29
131029,66,27
133005,66,NA
134022,66,27
135004,66,30
135009,66,26
135019,66,27
137003,66,25
137009,66,28
137026,66,30
137036,66,29
137051,66,29
148003,66,28
151028,66,29
151030,66,28
154041,66,26
154055,66,24
201003,66,29
201004,66,29
201011,66,19
201013,66,28
201015,66,29
201022,66,27
201033,66,NA
201040,66,29
201047,66,NA
201053,66,22
201054,66,NA
202005,66,31
202103,66,29
206002,66,NA
208006,66,26
208117,66,NA
208118,66,NA
211024,66,NA
216006,66,NA
219010,66,23
220010,66,NA
220011,66,28
220013,66,24
220017,66,30
221012,66,30
224003,66,28
224020,66,29
227003,66,27
503001,66,18
503006,66,2
503007,66,NA
505014,66,NA
505016,66,21
507002,66,NA
507006,66,NA
508011,66,20
517023,66,29
517028,66,21
529026,66,24
529029,66,14
602003,66,23
602004,66,25
608011,66,26
608014,66,29
101023,72,31
101024,72,28
101047,72,NA
102001,72,30
102009,72,24
104004,72,27
105034,72,25
105035,72,28
107021,72,29
107036,72,30
108016,72,29
109007,72,30
109033,72,31
109064,72,24
109097,72,31
110007,72,NA
111044,72,28
112002,72,28
112032,72,21
113014,72,NA
114002,72,30
115121,72,NA
116043,72,26
117061,72,20
120027,72,28
120030,72,26
120038,72,31
120050,72,30
120065,72,19
123042,72,26
123048,72,26
123057,72,28
125017,72,28
125028,72,19
125034,72,NA
125037,72,28
126010,72,25
126012,72,29
126018,72,28
128008,72,29
128020,72,NA
130005,72,29
130006,72,31
130008,72,30
130009,72,30
130010,72,27
131057,72,31
132015,72,30
133026,72,NA
134007,72,25
134016,72,29
134017,72,27
134018,72,28
134035,72,29
135012,72,NA
137017,72,29
137028,72,30
137038,72,30
137040,72,31
143007,72,28
143013,72,29
148019,72,28
148029,72,28
154037,72,14
154061,72,NA
201007,72,28
201008,72,31
201009,72,29
201010,72,31
201012,72,31
201014,72,29
201030,72,NA
201031,72,NA
201050,72,NA
202073,72,29
202090,72,30
206015,72,NA
207001,72,28
211021,72,NA
213003,72,NA
218009,72,27
219007,72,27
220037,72,NA
220044,72,NA
221005,72,30
221006,72,27
221008,72,30
221009,72,30
223004,72,27
224006,72,30
224009,72,30
224019,72,28
501011,72,NA
501013,72,NA
501014,72,NA
501019,72,NA
501021,72,26
506005,72,18
506015,72,14
508009,72,20
508010,72,17
510004,72,18
517006,72,5
529001,72,24
529025,72,28
602007,72,24
611004,72,9
101002,78,31
101018,78,28
101045,78,NA
104014,78,NA
107008,78,27
107052,78,31
108007,78,NA
108037,78,NA
109003,78,29
109019,78,26
109020,78,24
109069,78,31
109086,78,29
110008,78,NA
111006,78,28
112006,78,29
112034,78,20
112038,78,22
113009,78,NA
114016,78,25
114017,78,30
115043,78,29
117036,78,NA
117049,78,NA
118011,78,31
119009,78,27
119015,78,29
120023,78,29
120056,78,29
120057,78,29
120070,78,21
121018,78,31
122015,78,NA
123015,78,22
123053,78,26
125032,78,NA
127004,78,25
127033,78,30
128021,78,28
129016,78,30
129022,78,28
129029,78,26
131017,78,NA
132006,78,NA
133001,78,NA
133015,78,NA
133030,78,NA
134019,78,28
135008,78,29
137030,78,27
138008,78,29
143008,78,27
148026,78,29
151008,78,31
151016,78,26
154049,78,NA
154059,78,NA
154072,78,NA
201016,78,17
202015,78,27
202027,78,29
202039,78,30
202052,78,31
202089,78,30
206003,78,NA
206019,78,NA
206020,78,29
211016,78,NA
219001,78,31
220002,78,30
220018,78,27
220020,78,26
220024,78,NA
224002,78,29
302005,78,28
302009,78,30
501012,78,NA
501025,78,NA
503004,78,NA
506003,78,10
506022,78,21
517001,78,25
517020,78,27
602006,78,22
602008,78,23
607004,78,26
607007,78,NA
608004,78,25
608012,78,24
611003,78,NA
611007,78,NA
612017,78,29
705002,78,17
101009,84,31
101014,84,NA
101038,84,NA
104017,84,31
107039,84,31
107054,84,31
108003,84,25
109043,84,31
109046,84,28
109051,84,29
109085,84,31
109089,84,31
110006,84,NA
111001,84,30
112003,84,26
112018,84,21
112020,84,26
112033,84,23
112042,84,26
112050,84,24
112051,84,28
112052,84,21
112070,84,21
113005,84,NA
114023,84,29
115002,84,29
115009,84,27
115034,84,31
115048,84,30
117041,84,30
117054,84,NA
119011,84,30
119016,84,28
119019,84,28
120020,84,30
122006,84,31
123002,84,28
123009,84,28
125020,84,30
126004,84,29
127022,84,28
127035,84,30
128019,84,31
129002,84,29
129006,84,29
129012,84,30
130007,84,29
130011,84,30
130012,84,30
130013,84,30
130014,84,30
130016,84,31
130017,84,30
131012,84,29
131015,84,31
131047,84,31
131059,84,31
132021,84,31
133003,84,NA
133012,84,NA
134006,84,30
134026,84,29
135026,84,31
137006,84,28
137032,84,30
137043,84,28
138004,84,31
143004,84,29
143005,84,31
148001,84,30
148012,84,31
148013,84,31
148023,84,30
148030,84,27
151012,84,31
151042,84,30
151043,84,31
151044,84,29
151052,84,27
151053,84,27
151057,84,28
151058,84,28
151059,84,29
154005,84,30
154024,84,NA
154038,84,NA
154040,84,30
154063,84,NA
154067,84,NA
154078,84,29
202097,84,22
206005,84,26
206006,84,NA
206008,84,20
206010,84,30
206017,84,29
206024,84,28
207007,84,27
207024,84,28
211009,84,30
215001,84,26
215004,84,29
216001,84,31
216009,84,31
216017,84,30
218005,84,NA
219004,84,29
219005,84,30
220009,84,28
302006,84,31
501003,84,14
506009,84,26
508023,84,23
508024,84,23
508025,84,23
508028,84,20
508034,84,26
517011,84,25
517017,84,25
517026,84,28
602005,84,27
605004,84,16
701001,84,NA
705004,84,19
101021,96,28
101030,96,30
101032,96,31
102010,96,27
102011,96,29
104023,96,29
108013,96,31
108020,96,NA
108039,96,NA
108043,96,NA
109002,96,28
109021,96,29
109061,96,31
109065,96,29
109088,96,31
110004,96,28
112017,96,23
112036,96,29
112040,96,22
112047,96,25
112068,96,25
113008,96,NA
115127,96,NA
117048,96,NA
118016,96,31
119007,96,29
119014,96,30
119018,96,30
119021,96,31
120044,96,30
120046,96,31
122010,96,26
123010,96,31
123039,96,31
123080,96,30
126007,96,31
128001,96,31
128004,96,30
128024,96,31
130002,96,30
130018,96,30
130019,96,31
130020,96,31
130021,96,31
131016,96,31
131028,96,24
131040,96,29
131056,96,30
132018,96,NA
132022,96,NA
133006,96,NA
133019,96,NA
133020,96,NA
133025,96,NA
133029,96,NA
134003,96,30
134004,96,28
134005,96,25
134010,96,24
134011,96,31
134012,96,30
134013,96,31
134014,96,31
134023,96,30
134024,96,24
134025,96,31
134034,96,31
135001,96,31
135010,96,30
135015,96,NA
136007,96,31
137020,96,30
137027,96,31
137037,96,31
138005,96,31
138017,96,28
143006,96,28
143018,96,30
143023,96,29
148008,96,NA
148025,96,31
151031,96,29
151032,96,28
151036,96,30
151037,96,30
151046,96,29
151047,96,25
151049,96,29
151056,96,25
151060,96,31
202008,96,31
202048,96,27
202050,96,30
202051,96,29
202077,96,28
202091,96,31
202096,96,29
207004,96,29
207018,96,26
216005,96,NA
216016,96,29
219006,96,31
219009,96,27
220019,96,NA
220028,96,30
223005,96,29
223008,96,26
224001,96,30
224005,96,28
224010,96,31
302001,96,30
302008,96,30
503002,96,14
506004,96,18
508003,96,11
510001,96,29
517012,96,25
529008,96,31
529015,96,30
600006,96,21
605002,96,19
605003,96,22
609009,96,14
612012,96,27
101001,108,28
107020,108,31
107055,108,31
108014,108,NA
108041,108,NA
109004,108,31
109016,108,31
109050,108,28
109052,108,25
109068,108,31
109079,108,31
109084,108,30
109095,108,30
111011,108,28
111021,108,30
112044,108,26
112045,108,25
112046,108,27
113004,108,NA
113013,108,NA
115030,108,NA
115035,108,30
115049,108,30
115122,108,NA
116024,108,31
116041,108,31
117035,108,NA
117038,108,31
119004,108,28
119012,108,NA
120024,108,28
120028,108,31
120043,108,27
120051,108,30
120058,108,26
120073,108,31
123065,108,31
123068,108,31
123076,108,31
125001,108,31
126003,108,31
126006,108,30
126019,108,30
128007,108,NA
128010,108,NA
128022,108,NA
129011,108,31
129027,108,31
130022,108,31
130023,108,31
130024,108,31
130025,108,31
131019,108,31
131046,108,31
132010,108,30
132025,108,31
132026,108,NA
132029,108,NA
133028,108,NA
134039,108,28
134044,108,30
137002,108,31
137029,108,30
137033,108,31
137035,108,31
138003,108,30
138013,108,NA
143002,108,31
148007,108,30
148022,108,29
148031,108,30
151003,108,31
151009,108,NA
151015,108,30
151021,108,31
151038,108,30
151051,108,30
151054,108,31
154028,108,31
154029,108,31
154046,108,NA
154056,108,31
154077,108,25
154081,108,31
202002,108,31
202004,108,31
202082,108,30
202098,108,31
211005,108,29
211020,108,26
211023,108,NA
216008,108,NA
219002,108,27
220001,108,28
220008,108,31
220025,108,NA
223009,108,28
302002,108,30
501018,108,NA
501027,108,NA
501031,108,NA
505010,108,20
508016,108,25
510005,108,22
517004,108,29
527004,108,18
600009,108,23
600010,108,23
607003,108,NA
612008,108,25
612013,108,29
101010,120,29
101020,120,NA
101035,120,31
104020,120,NA
107019,120,31
108008,120,NA
108028,120,NA
109012,120,31
109015,120,31
109023,120,31
109037,120,31
109042,120,31
109049,120,25
109094,120,31
111003,120,31
111014,120,31
111035,120,31
111043,120,31
112035,120,27
112041,120,25
112056,120,30
112071,120,22
115032,120,NA
115036,120,31
115044,120,NA
115050,120,26
115128,120,NA
116046,120,29
116058,120,31
116061,120,31
117003,120,31
117005,120,NA
118010,120,28
120071,120,29
122007,120,31
123014,120,31
123023,120,31
123032,120,31
123049,120,31
123056,120,31
123061,120,31
123069,120,31
123078,120,31
127023,120,28
128005,120,30
128011,120,31
128014,120,29
128025,120,30
129001,120,28
129013,120,31
130026,120,31
130027,120,31
132003,120,NA
133002,120,31
133011,120,NA
135003,120,NA
135021,120,NA
135024,120,NA
136005,120,30
137005,120,28
138007,120,31
138016,120,29
143025,120,31
151002,120,31
151019,120,31
151023,120,31
151025,120,31
151026,120,31
151033,120,29
151034,120,31
151039,120,31
151048,120,31
151055,120,31
154010,120,31
154018,120,31
154047,120,31
154058,120,31
154060,120,NA
154080,120,30
202017,120,30
202076,120,31
202094,120,28
207009,120,29
207017,120,31
211003,120,31
215005,120,30
216012,120,NA
219008,120,31
220032,120,28
220036,120,31
302007,120,31
501026,120,NA
505011,120,20
506008,120,31
506013,120,24
508014,120,23
508026,120,26
510008,120,25
517009,120,25
517021,120,30
527002,120,7
600007,120,26
600008,120,24
602001,120,27
611001,120,15
612007,120,22
612014,120,30
102018,132,31
107004,132,28
107016,132,29
107026,132,31
107027,132,31
107030,132,31
107032,132,31
107040,132,31
107041,132,30
107042,132,31
108001,132,NA
108027,132,NA
108045,132,NA
109027,132,30
109029,132,31
109073,132,31
111007,132,31
111025,132,31
111034,132,NA
111042,132,31
112030,132,24
112067,132,30
115123,132,NA
116011,132,31
116016,132,31
116022,132,31
116057,132,31
117032,132,NA
120045,132,31
120066,132,NA
121019,132,31
123008,132,29
123019,132,31
123026,132,31
123029,132,31
123035,132,31
123041,132,31
123043,132,31
