ID,agestrat,TOTALscoreT
202081,24,71
202105,24,85
207013,24,90
207015,24,70
211012,24,80
215007,24,NA
215010,24,NA
218007,24,101
218012,24,NA
220004,24,69
220021,24,109
220022,24,85
223002,24,96
223007,24,78
227014,24,83
228004,24,NA
505004,24,NA
527005,24,39
612004,24,75
612009,24,48
101042,28,NA
101048,28,NA
101051,28,NA
102029,28,67
104016,28,NA
108017,28,NA
108026,28,NA
108029,28,NA
109006,28,103
111047,28,94
112008,28,97
114013,28,106
115119,28,NA
116010,28,83
116014,28,88
116027,28,81
116049,28,94
116055,28,94
116079,28,93
117015,28,79
117028,28,NA
120016,28,119
120048,28,97
125026,28,101
125045,28,NA
125059,28,NA
125060,28,NA
129009,28,101
131010,28,NA
134033,28,90
136015,28,NA
136016,28,NA
136017,28,NA
137007,28,98
137011,28,NA
137019,28,NA
138011,28,92
139022,28,NA
141026,28,112
141030,28,93
148018,28,96
154043,28,58
154074,28,NA
202022,28,80
202035,28,94
202068,28,123
202095,28,64
211014,28,120
211018,28,NA
220040,28,NA
220043,28,NA
221004,28,101
223010,28,74
224008,28,78
227007,28,86
227010,28,91
227012,28,66
228003,28,NA
505001,28,NA
505002,28,NA
608006,28,58
612005,28,72
612006,28,95
612010,28,48
101003,32,111
101017,32,116
101033,32,112
101049,32,NA
102006,32,65
107035,32,115
108004,32,NA
109022,32,132
109078,32,111
109087,32,93
111054,32,91
111055,32,117
112001,32,112
112025,32,102
112026,32,29
115006,32,NA
115117,32,NA
116006,32,99
116020,32,125
116026,32,80
116050,32,94
116056,32,92
116073,32,87
116080,32,89
117001,32,95
117045,32,126
118002,32,109
120052,32,104
125040,32,93
127020,32,131
132011,32,NA
133022,32,NA
134041,32,90
134046,32,92
135028,32,NA
137023,32,NA
137031,32,NA
139019,32,83
141028,32,107
141029,32,106
141035,32,112
142008,32,NA
142013,32,NA
142017,32,NA
143011,32,153
143024,32,110
154002,32,129
202043,32,112
202055,32,121
207020,32,84
213001,32,NA
220041,32,NA
221007,32,86
224004,32,90
227002,32,74
227018,32,84
501022,32,NA
505030,32,NA
608013,32,67
101007,36,119
101013,36,NA
104007,36,NA
104015,36,NA
104018,36,107
105001,36,41
105008,36,78
109009,36,115
109063,36,89
109081,36,126
111004,36,NA
111012,36,123
111022,36,113
112004,36,94
112009,36,89
112021,36,110
112024,36,120
115031,36,NA
116002,36,98
116003,36,99
116004,36,112
117012,36,72
117030,36,119
117042,36,118
117055,36,NA
117065,36,NA
118018,36,NA
119001,36,128
119008,36,NA
120011,36,94
121007,36,114
121020,36,102
122001,36,112
123021,36,124
123040,36,125
123071,36,99
123072,36,112
127006,36,110
129004,36,102
129005,36,111
129008,36,102
129014,36,117
129023,36,125
129024,36,114
129028,36,94
131006,36,112
131009,36,116
131022,36,NA
131034,36,97
135002,36,NA
137004,36,83
137010,36,87
137041,36,NA
137045,36,105
141031,36,104
141032,36,115
141033,36,108
141037,36,102
141039,36,94
142022,36,NA
142029,36,NA
151006,36,111
151014,36,112
151017,36,91
151041,36,84
151045,36,88
154031,36,NA
202044,36,126
202080,36,NA
207023,36,89
216007,36,NA
221001,36,108
223006,36,105
224011,36,95
224012,36,80
505003,36,NA
505023,36,NA
505025,36,NA
506011,36,68
508019,36,49
508021,36,55
527001,36,NA
608005,36,103
612003,36,63
101039,42,114
105013,42,77
105014,42,55
105042,42,79
107049,42,161
109008,42,82
109018,42,113
109035,42,134
109054,42,128
111002,42,135
111010,42,136
111019,42,113
111020,42,118
111024,42,137
115037,42,NA
115047,42,NA
115118,42,NA
116008,42,116
116017,42,113
117009,42,NA
117062,42,119
118009,42,126
120015,42,131
120029,42,107
120062,42,125
121016,42,129
123033,42,111
123034,42,112
123063,42,112
123073,42,138
127014,42,141
127017,42,140
127028,42,142
127032,42,150
129007,42,102
131008,42,130
131014,42,121
131041,42,125
131043,42,122
131055,42,131
131058,42,142
132030,42,NA
133004,42,NA
135013,42,NA
139004,42,NA
139013,42,130
139015,42,NA
141034,42,110
141036,42,115
141038,42,92
141040,42,103
141041,42,117
141042,42,122
141043,42,101
142018,42,NA
148024,42,121
151010,42,108
151011,42,105
154009,42,NA
154042,42,89
201052,42,95
202009,42,133
202014,42,75
202026,42,135
202028,42,123
202032,42,128
202037,42,156
202038,42,164
202042,42,127
202049,42,129
202062,42,129
202066,42,116
202087,42,108
202092,42,126
206001,42,87
211007,42,115
216015,42,NA
220003,42,122
223001,42,117
224016,42,100
505008,42,NA
505024,42,108
505038,42,50
505039,42,41
506016,42,56
508008,42,130
508015,42,59
508022,42,61
508033,42,54
517018,42,84
608001,42,111
608009,42,107
608010,42,108
101008,48,NA
101019,48,137
101027,48,134
101036,48,142
104028,48,NA
105002,48,107
105012,48,94
105020,48,80
108033,48,NA
108038,48,NA
109014,48,158
109038,48,96
109060,48,166
109066,48,121
109090,48,164
109096,48,135
111028,48,NA
111030,48,141
111049,48,147
112012,48,120
112022,48,115
113010,48,NA
115001,48,93
115015,48,69
117024,48,141
117029,48,NA
118006,48,123
120017,48,109
120042,48,112
120064,48,149
122012,48,NA
125002,48,126
125003,48,129
127015,48,125
127031,48,141
129015,48,113
129019,48,136
129021,48,115
129025,48,126
131024,48,162
131042,48,134
132007,48,NA
132027,48,NA
133016,48,NA
137008,48,153
137018,48,121
137034,48,132
139003,48,NA
139009,48,122
139018,48,133
139021,48,123
141045,48,114
141048,48,125
143003,48,142
148016,48,NA
148021,48,NA
151005,48,129
151007,48,NA
151029,48,127
154064,48,NA
154073,48,NA
202003,48,103
202018,48,98
202047,48,124
202058,48,115
202060,48,111
202061,48,115
202088,48,149
202101,48,141
207010,48,126
207012,48,140
208002,48,124
208004,48,86
208005,48,132
215002,48,143
216004,48,NA
216018,48,NA
218004,48,119
220016,48,117
220033,48,NA
224007,48,133
224015,48,96
224018,48,104
501002,48,114
501006,48,106
501008,48,NA
501010,48,NA
501032,48,131
505013,48,NA
505035,48,86
507001,48,60
526001,48,21
526003,48,53
608002,48,115
101025,54,140
104003,54,146
104040,54,NA
105006,54,79
105010,54,61
107046,54,119
108015,54,146
109080,54,141
111038,54,158
112023,54,130
114001,54,139
114004,54,150
114007,54,NA
114008,54,NA
114009,54,NA
114010,54,NA
114012,54,133
114014,54,NA
114015,54,NA
114018,54,157
115120,54,111
117014,54,131
117022,54,147
117023,54,145
120012,54,125
120049,54,105
121023,54,NA
123006,54,113
123007,54,100
123079,54,147
125004,54,134
125006,54,117
125009,54,125
125015,54,105
125018,54,140
126008,54,136
126009,54,123
126016,54,140
127007,54,152
127024,54,153
128013,54,NA
129010,54,125
130015,54,150
131005,54,123
132019,54,NA
132023,54,115
133013,54,151
135006,54,145
135007,54,152
137012,54,123
137021,54,111
137039,54,144
138009,54,NA
141044,54,116
141046,54,119
141047,54,118
141049,54,129
142028,54,NA
143010,54,167
148005,54,141
151035,54,102
154052,54,156
201020,54,152
201043,54,NA
201056,54,140
202006,54,140
202021,54,132
202056,54,141
202067,54,146
202071,54,145
208001,54,116
208003,54,135
208008,54,140
NA,54,NA
211006,54,141
213002,54,NA
220007,54,144
220023,54,134
505036,54,56
505037,54,70
506001,54,20
506014,54,102
507005,54,96
508013,54,85
508027,54,83
508032,54,59
517003,54,23
608003,54,142
609003,54,80
612002,54,135
101015,60,156
101029,60,151
101031,60,129
101034,60,131
101037,60,158
101043,60,NA
101050,60,NA
104005,60,111
104024,60,151
104025,60,147
107037,60,159
107048,60,131
108009,60,NA
108010,60,NA
108025,60,161
108031,60,85
109005,60,162
111009,60,158
111029,60,122
111032,60,143
111052,60,144
113006,60,NA
114006,60,NA
114022,60,NA
115007,60,145
115029,60,NA
115033,60,138
115126,60,NA
117064,60,NA
119020,60,NA
120018,60,NA
120031,60,113
120053,60,139
122002,60,150
122005,60,149
122016,60,NA
125005,60,131
125007,60,130
125008,60,142
125010,60,143
125012,60,109
125013,60,122
125014,60,102
125019,60,140
125021,60,127
125022,60,115
125023,60,142
125024,60,142
125031,60,145
125033,60,141
125046,60,144
125047,60,144
125048,60,152
126005,60,158
126013,60,152
130001,60,171
130003,60,158
130004,60,161
135027,60,161
136006,60,180
136011,60,NA
137015,60,148
139020,60,151
142023,60,NA
143009,60,153
143017,60,146
148017,60,147
148028,60,145
151027,60,141
154036,60,NA
154050,60,NA
201005,60,NA
201006,60,NA
201034,60,NA
201041,60,NA
202029,60,142
202031,60,161
202093,60,139
202106,60,160
207002,60,150
207021,60,150
208007,60,128
211002,60,151
211017,60,NA
218003,60,163
219003,60,154
220012,60,128
220015,60,150
224013,60,139
224014,60,129
224017,60,151
501001,60,111
501005,60,NA
501020,60,NA
501023,60,NA
501029,60,143
505005,60,122
505028,60,NA
505040,60,92
508001,60,104
508002,60,110
508031,60,77
517002,60,60
517013,60,117
526005,60,NA
602002,60,112
607005,60,NA
608007,60,143
612001,60,153
104006,66,NA
104030,66,NA
105033,66,141
105043,66,147
109026,66,150
109055,66,168
109091,66,172
112007,66,144
112031,66,108
113007,66,NA
116025,66,151
116036,66,158
117002,66,149
117006,66,NA
117037,66,NA
117043,66,NA
118001,66,145
118012,66,NA
118017,66,169
120032,66,129
120059,66,122
120067,66,157
123027,66,140
123046,66,147
123052,66,146
125011,66,142
125016,66,148
126001,66,152
126011,66,132
126014,66,148
127011,66,139
127016,66,176
127029,66,160
129017,66,153
131004,66,162
131029,66,157
133005,66,NA
134022,66,151
135004,66,144
135009,66,145
135019,66,147
137003,66,145
137009,66,131
137026,66,176
137036,66,163
137051,66,156
148003,66,137
151028,66,148
151030,66,149
154041,66,126
154055,66,134
201003,66,142
201004,66,151
201011,66,95
201013,66,143
201015,66,160
201022,66,161
201033,66,NA
201040,66,129
201047,66,NA
201053,66,116
201054,66,NA
202005,66,165
202103,66,157
206002,66,NA
208006,66,154
208117,66,NA
208118,66,NA
211024,66,NA
216006,66,NA
219010,66,127
220010,66,NA
220011,66,144
220013,66,118
220017,66,156
221012,66,168
224003,66,146
224020,66,162
227003,66,159
503001,66,79
503006,66,27
503007,66,NA
505014,66,NA
505016,66,95
507002,66,NA
507006,66,NA
508011,66,122
517023,66,155
517028,66,122
529026,66,130
529029,66,82
602003,66,101
602004,66,117
608011,66,129
608014,66,143
101023,72,164
101024,72,154
101047,72,NA
102001,72,153
102009,72,127
104004,72,161
105034,72,139
105035,72,139
107021,72,151
107036,72,164
108016,72,163
109007,72,167
109033,72,174
109064,72,138
109097,72,166
110007,72,NA
111044,72,153
112002,72,158
112032,72,132
113014,72,NA
114002,72,156
115121,72,NA
116043,72,135
117061,72,135
120027,72,152
120030,72,152
120038,72,164
120050,72,164
120065,72,126
123042,72,153
123048,72,152
123057,72,155
125017,72,161
125028,72,119
125034,72,NA
125037,72,157
126010,72,152
126012,72,160
126018,72,156
128008,72,167
128020,72,NA
130005,72,164
130006,72,168
130008,72,164
130009,72,164
130010,72,158
131057,72,174
132015,72,160
133026,72,NA
134007,72,133
134016,72,159
134017,72,159
134018,72,159
134035,72,158
135012,72,NA
137017,72,150
137028,72,161
137038,72,155
137040,72,161
143007,72,157
143013,72,148
148019,72,148
148029,72,146
154037,72,103
154061,72,NA
201007,72,150
201008,72,171
201009,72,164
201010,72,172
201012,72,172
201014,72,152
201030,72,NA
201031,72,NA
201050,72,NA
202073,72,163
202090,72,162
206015,72,NA
207001,72,160
211021,72,NA
213003,72,NA
218009,72,158
219007,72,149
220037,72,NA
220044,72,NA
221005,72,169
221006,72,153
221008,72,171
221009,72,164
223004,72,151
224006,72,168
224009,72,160
224019,72,150
501011,72,NA
501013,72,NA
501014,72,NA
501019,72,NA
501021,72,160
506005,72,112
506015,72,80
508009,72,105
508010,72,94
510004,72,106
517006,72,47
529001,72,127
529025,72,145
602007,72,110
611004,72,63
101002,78,176
101018,78,157
101045,78,NA
104014,78,NA
107008,78,154
107052,78,167
108007,78,NA
108037,78,NA
109003,78,155
109019,78,148
109020,78,147
109069,78,171
109086,78,160
110008,78,NA
111006,78,157
112006,78,163
112034,78,112
112038,78,121
113009,78,NA
114016,78,153
114017,78,176
115043,78,164
117036,78,NA
117049,78,NA
118011,78,175
119009,78,147
119015,78,173
120023,78,167
120056,78,151
120057,78,156
120070,78,141
121018,78,176
122015,78,NA
123015,78,135
123053,78,154
125032,78,NA
127004,78,160
127033,78,173
128021,78,163
129016,78,155
129022,78,166
129029,78,129
131017,78,NA
132006,78,NA
133001,78,NA
133015,78,NA
133030,78,NA
134019,78,161
135008,78,165
137030,78,148
138008,78,160
143008,78,152
148026,78,160
151008,78,168
151016,78,153
154049,78,NA
154059,78,NA
154072,78,NA
201016,78,111
202015,78,145
202027,78,162
202039,78,163
202052,78,168
202089,78,157
206003,78,NA
206019,78,NA
206020,78,169
211016,78,NA
219001,78,174
220002,78,168
220018,78,143
220020,78,140
220024,78,NA
224002,78,167
302005,78,160
302009,78,166
501012,78,NA
501025,78,NA
503004,78,NA
506003,78,75
506022,78,110
517001,78,122
517020,78,155
602006,78,111
602008,78,91
607004,78,158
607007,78,NA
608004,78,153
608012,78,126
611003,78,NA
611007,78,NA
612017,78,141
705002,78,72
101009,84,177
101014,84,NA
101038,84,NA
104017,84,175
107039,84,167
107054,84,180
108003,84,151
109043,84,180
109046,84,142
109051,84,174
109085,84,166
109089,84,174
110006,84,NA
111001,84,176
112003,84,140
112018,84,123
112020,84,133
112033,84,128
112042,84,134
112050,84,131
112051,84,139
112052,84,134
112070,84,128
113005,84,NA
114023,84,175
115002,84,173
115009,84,162
115034,84,165
115048,84,169
117041,84,168
117054,84,NA
119011,84,172
119016,84,167
119019,84,172
120020,84,174
122006,84,170
123002,84,169
123009,84,168
125020,84,169
126004,84,171
127022,84,154
127035,84,173
128019,84,180
129002,84,159
129006,84,153
129012,84,165
130007,84,164
130011,84,174
130012,84,175
130013,84,176
130014,84,173
130016,84,172
130017,84,171
131012,84,174
131015,84,168
131047,84,170
131059,84,176
132021,84,176
133003,84,NA
133012,84,NA
134006,84,175
134026,84,170
135026,84,171
137006,84,163
137032,84,161
137043,84,153
138004,84,172
143004,84,173
143005,84,172
148001,84,148
148012,84,169
148013,84,163
148023,84,165
148030,84,158
151012,84,167
151042,84,163
151043,84,170
151044,84,158
151052,84,148
151053,84,149
151057,84,171
151058,84,161
151059,84,166
154005,84,175
154024,84,NA
154038,84,NA
154040,84,154
154063,84,NA
154067,84,NA
154078,84,158
202097,84,143
206005,84,140
206006,84,NA
206008,84,122
206010,84,175
206017,84,150
206024,84,147
207007,84,141
207024,84,148
211009,84,165
215001,84,144
215004,84,170
216001,84,179
216009,84,173
216017,84,166
218005,84,NA
219004,84,161
219005,84,171
220009,84,157
302006,84,178
501003,84,83
506009,84,139
508023,84,112
508024,84,111
508025,84,115
508028,84,100
508034,84,165
517011,84,143
517017,84,135
517026,84,160
602005,84,122
605004,84,92
701001,84,NA
705004,84,93
101021,96,165
101030,96,173
101032,96,174
102010,96,137
102011,96,169
104023,96,169
108013,96,179
108020,96,NA
108039,96,NA
108043,96,NA
109002,96,151
109021,96,165
109061,96,178
109065,96,167
109088,96,172
110004,96,173
112017,96,143
112036,96,157
112040,96,137
112047,96,154
112068,96,144
113008,96,NA
115127,96,NA
117048,96,NA
118016,96,176
119007,96,176
119014,96,173
119018,96,173
119021,96,176
120044,96,176
120046,96,174
122010,96,146
123010,96,174
123039,96,172
123080,96,169
126007,96,175
128001,96,178
128004,96,175
128024,96,179
130002,96,170
130018,96,173
130019,96,177
130020,96,177
130021,96,178
131016,96,171
131028,96,167
131040,96,164
131056,96,169
132018,96,NA
132022,96,NA
133006,96,NA
133019,96,NA
133020,96,NA
133025,96,NA
133029,96,NA
134003,96,169
134004,96,168
134005,96,139
134010,96,151
134011,96,176
134012,96,169
134013,96,170
134014,96,171
134023,96,176
134024,96,157
134025,96,170
134034,96,168
135001,96,175
135010,96,167
135015,96,NA
136007,96,179
137020,96,176
137027,96,178
137037,96,176
138005,96,174
138017,96,171
143006,96,166
143018,96,174
143023,96,171
148008,96,NA
148025,96,168
151031,96,177
151032,96,162
151036,96,169
151037,96,177
151046,96,168
151047,96,151
151049,96,168
151056,96,132
151060,96,177
202008,96,178
202048,96,167
202050,96,171
202051,96,169
202077,96,129
202091,96,173
202096,96,169
207004,96,174
207018,96,165
216005,96,NA
216016,96,164
219006,96,172
219009,96,159
220019,96,NA
220028,96,172
223005,96,163
223008,96,144
224001,96,176
224005,96,170
224010,96,174
302001,96,179
302008,96,175
503002,96,98
506004,96,118
508003,96,69
510001,96,166
517012,96,139
529008,96,172
529015,96,161
600006,96,129
605002,96,68
605003,96,121
609009,96,61
612012,96,153
101001,108,175
107020,108,180
107055,108,180
108014,108,NA
108041,108,NA
109004,108,179
109016,108,177
109050,108,173
109052,108,138
109068,108,176
109079,108,180
109084,108,176
109095,108,175
111011,108,174
111021,108,175
112044,108,157
112045,108,148
112046,108,153
113004,108,NA
113013,108,NA
115030,108,NA
115035,108,153
115049,108,162
115122,108,NA
116024,108,172
116041,108,172
117035,108,NA
117038,108,178
119004,108,170
119012,108,NA
120024,108,171
120028,108,157
120043,108,144
120051,108,174
120058,108,154
120073,108,176
123065,108,178
123068,108,178
123076,108,178
125001,108,177
126003,108,180
126006,108,176
126019,108,173
128007,108,NA
128010,108,NA
128022,108,NA
129011,108,180
129027,108,178
130022,108,178
130023,108,178
130024,108,178
130025,108,178
131019,108,178
131046,108,178
132010,108,171
132025,108,179
132026,108,NA
132029,108,NA
133028,108,NA
134039,108,171
134044,108,179
137002,108,177
137029,108,169
137033,108,177
137035,108,178
138003,108,174
138013,108,NA
143002,108,174
148007,108,175
148022,108,162
148031,108,168
151003,108,175
151009,108,NA
151015,108,163
151021,108,178
151038,108,166
151051,108,172
151054,108,174
154028,108,177
154029,108,173
154046,108,NA
154056,108,179
154077,108,151
154081,108,171
202002,108,175
202004,108,177
202082,108,171
202098,108,176
211005,108,171
211020,108,161
211023,108,NA
216008,108,NA
219002,108,168
220001,108,165
220008,108,173
220025,108,NA
223009,108,169
302002,108,174
501018,108,NA
501027,108,NA
501031,108,NA
505010,108,82
508016,108,145
510005,108,135
517004,108,172
527004,108,112
600009,108,136
600010,108,129
607003,108,NA
612008,108,134
612013,108,151
101010,120,173
101020,120,NA
101035,120,179
104020,120,NA
107019,120,177
108008,120,NA
108028,120,NA
109012,120,179
109015,120,176
109023,120,177
109037,120,180
109042,120,180
109049,120,147
109094,120,179
111003,120,179
111014,120,180
111035,120,179
111043,120,179
112035,120,147
112041,120,148
112056,120,167
112071,120,149
115032,120,NA
115036,120,179
115044,120,NA
115050,120,135
115128,120,NA
116046,120,166
116058,120,175
116061,120,175
117003,120,177
117005,120,NA
118010,120,168
120071,120,174
122007,120,175
123014,120,179
123023,120,172
123032,120,177
123049,120,176
123056,120,179
123061,120,178
123069,120,179
123078,120,179
127023,120,172
128005,120,176
128011,120,180
128014,120,161
128025,120,175
129001,120,174
129013,120,179
130026,120,180
130027,120,180
132003,120,NA
133002,120,177
133011,120,NA
135003,120,NA
135021,120,NA
135024,120,NA
136005,120,177
137005,120,169
138007,120,180
138016,120,168
143025,120,180
151002,120,178
151019,120,179
151023,120,179
151025,120,179
151026,120,180
151033,120,173
151034,120,176
151039,120,180
151048,120,173
151055,120,172
154010,120,172
154018,120,179
154047,120,178
154058,120,178
154060,120,NA
154080,120,170
202017,120,168
202076,120,179
202094,120,172
207009,120,169
207017,120,176
211003,120,180
215005,120,169
216012,120,NA
219008,120,175
220032,120,167
220036,120,176
302007,120,180
501026,120,NA
505011,120,81
506008,120,156
506013,120,107
508014,120,133
508026,120,163
510008,120,150
517009,120,162
517021,120,175
527002,120,43
600007,120,150
600008,120,138
602001,120,145
611001,120,81
612007,120,103
612014,120,165
102018,132,180
107004,132,167
107016,132,174
107026,132,179
107027,132,180
107030,132,180
107032,132,180
107040,132,177
107041,132,173
107042,132,177
108001,132,NA
108027,132,NA
108045,132,NA
109027,132,179
109029,132,174
109073,132,178
111007,132,178
111025,132,179
111034,132,NA
111042,132,179
112030,132,151
112067,132,174
115123,132,NA
116011,132,179
116016,132,180
116022,132,180
116057,132,178
117032,132,NA
120045,132,179
120066,132,NA
121019,132,179
123008,132,173
123019,132,180
123026,132,179
123029,132,179
123035,132,180
123041,132,180
123043,132,179
