ID,agestrat,ADPscoreT
202105,24,17
207013,24,13
207015,24,10
211012,24,15
215007,24,NA
215010,24,NA
218007,24,19
218012,24,NA
220004,24,12
220021,24,23
220022,24,19
223002,24,24
223007,24,17
227014,24,17
228004,24,NA
505004,24,NA
527005,24,6
612004,24,15
612009,24,9
101042,28,NA
101048,28,NA
101051,28,NA
102029,28,11
104016,28,NA
108017,28,NA
108026,28,NA
108029,28,NA
109006,28,21
111047,28,16
112008,28,18
114013,28,19
115119,28,NA
116010,28,17
116014,28,19
116027,28,18
116049,28,19
116055,28,20
116079,28,19
117015,28,11
117028,28,NA
120016,28,24
120048,28,23
125026,28,20
125045,28,NA
125059,28,NA
125060,28,NA
129009,28,18
131010,28,NA
134033,28,18
136015,28,NA
136016,28,NA
136017,28,NA
137007,28,16
137011,28,NA
137019,28,NA
138011,28,13
139022,28,NA
141026,28,23
141030,28,19
148018,28,20
154043,28,9
154074,28,NA
202022,28,16
202035,28,21
202068,28,22
202095,28,10
211014,28,24
211018,28,NA
220040,28,NA
220043,28,NA
221004,28,18
223010,28,12
224008,28,17
227007,28,16
227010,28,17
227012,28,12
228003,28,NA
505001,28,NA
505002,28,NA
608006,28,10
612005,28,12
612006,28,18
612010,28,10
101003,32,25
101017,32,23
101033,32,19
101049,32,NA
102006,32,8
107035,32,25
108004,32,NA
109022,32,30
109078,32,22
109087,32,15
111054,32,13
111055,32,19
112001,32,19
112025,32,20
112026,32,6
115006,32,NA
115117,32,NA
116006,32,20
116020,32,22
116026,32,19
116050,32,19
116056,32,19
116073,32,19
116080,32,19
117001,32,18
117045,32,23
118002,32,21
120052,32,19
125040,32,16
127020,32,28
132011,32,NA
133022,32,NA
134041,32,16
134046,32,15
135028,32,NA
137023,32,NA
137031,32,NA
139019,32,15
141028,32,23
141029,32,23
141035,32,23
142008,32,NA
142013,32,NA
142017,32,NA
143011,32,33
143024,32,23
154002,32,30
202043,32,19
202055,32,21
207020,32,19
213001,32,NA
220041,32,NA
221007,32,18
224004,32,18
227002,32,5
227018,32,20
501022,32,NA
505030,32,NA
608013,32,15
101007,36,25
101013,36,NA
104007,36,NA
104015,36,NA
104018,36,18
105001,36,8
105008,36,19
109009,36,23
109063,36,20
109081,36,22
111004,36,NA
111012,36,23
111022,36,20
112004,36,20
112009,36,16
112021,36,23
112024,36,26
115031,36,NA
116002,36,20
116003,36,20
116004,36,22
117012,36,12
117030,36,24
117042,36,24
117055,36,NA
117065,36,NA
118018,36,NA
119001,36,24
119008,36,NA
120011,36,23
121007,36,25
121020,36,21
122001,36,26
123021,36,31
123040,36,28
123071,36,20
123072,36,24
127006,36,25
129004,36,23
129005,36,22
129008,36,19
129014,36,22
129023,36,25
129024,36,25
129028,36,21
131006,36,24
131009,36,23
131022,36,NA
131034,36,16
135002,36,NA
137004,36,18
137010,36,17
137041,36,NA
137045,36,21
141031,36,23
141032,36,24
141033,36,23
141037,36,22
141039,36,19
142022,36,NA
142029,36,NA
151006,36,23
151014,36,26
151017,36,19
151041,36,16
151045,36,18
154031,36,NA
202044,36,29
202080,36,NA
207023,36,19
216007,36,NA
221001,36,22
223006,36,20
224011,36,17
224012,36,13
505003,36,NA
505023,36,NA
505025,36,NA
506011,36,15
508019,36,9
508021,36,11
527001,36,NA
608005,36,21
612003,36,12
101039,42,21
105013,42,17
105014,42,12
105042,42,16
107049,42,33
109008,42,19
109018,42,21
109035,42,29
109054,42,29
111002,42,23
111010,42,27
111019,42,28
111020,42,26
111024,42,23
115037,42,NA
115047,42,NA
115118,42,NA
116008,42,23
116017,42,22
117009,42,NA
117062,42,25
118009,42,28
120015,42,27
120029,42,27
120062,42,22
121016,42,29
123033,42,23
123034,42,23
123063,42,26
123073,42,30
127014,42,29
127017,42,25
127028,42,31
127032,42,31
129007,42,21
131008,42,29
131014,42,24
131041,42,24
131043,42,23
131055,42,26
131058,42,30
132030,42,NA
133004,42,NA
135013,42,NA
139004,42,NA
139013,42,26
139015,42,NA
141034,42,24
141036,42,25
141038,42,19
141040,42,22
141041,42,25
141042,42,24
141043,42,20
142018,42,NA
148024,42,26
151010,42,24
151011,42,21
154009,42,NA
154042,42,18
201052,42,22
202009,42,33
202014,42,12
202026,42,28
202028,42,24
202032,42,26
202037,42,34
202038,42,37
202042,42,28
202049,42,23
202062,42,27
202066,42,23
202087,42,22
202092,42,25
206001,42,16
211007,42,27
216015,42,NA
220003,42,24
223001,42,27
224016,42,18
505008,42,NA
505024,42,17
505038,42,9
505039,42,11
506016,42,13
508008,42,27
508015,42,13
508022,42,10
508033,42,11
517018,42,18
608001,42,18
608009,42,20
608010,42,21
101008,48,NA
101019,48,29
101027,48,25
101036,48,30
104028,48,NA
105002,48,21
105012,48,18
105020,48,15
108033,48,NA
108038,48,NA
109014,48,34
109038,48,25
109060,48,35
109066,48,25
109090,48,35
109096,48,28
111028,48,NA
111030,48,26
111049,48,28
112012,48,25
112022,48,24
113010,48,NA
115001,48,21
115015,48,16
117024,48,28
117029,48,NA
118006,48,27
120017,48,23
120042,48,25
120064,48,32
122012,48,NA
125002,48,24
125003,48,29
127015,48,24
127031,48,30
129015,48,21
129019,48,29
129021,48,24
129025,48,28
131024,48,35
131042,48,26
132007,48,NA
132027,48,NA
133016,48,NA
137008,48,30
137018,48,26
137034,48,27
139003,48,NA
139009,48,27
139018,48,26
139021,48,24
141045,48,25
141048,48,25
143003,48,31
148016,48,NA
148021,48,NA
151005,48,26
151007,48,NA
151029,48,25
154064,48,NA
154073,48,NA
202003,48,18
202018,48,23
202047,48,23
202058,48,25
202060,48,22
202061,48,23
202088,48,26
202101,48,26
207010,48,26
207012,48,31
208002,48,27
208004,48,22
208005,48,26
215002,48,29
216004,48,NA
216018,48,NA
218004,48,27
220016,48,26
220033,48,NA
224007,48,27
224015,48,16
224018,48,19
501002,48,24
501006,48,20
501008,48,NA
501010,48,NA
501032,48,30
505013,48,NA
505035,48,17
507001,48,14
526001,48,2
526003,48,11
608002,48,19
101025,54,29
104003,54,30
104040,54,NA
105006,54,19
105010,54,15
107046,54,28
108015,54,31
109080,54,26
111038,54,36
112023,54,27
114001,54,31
114004,54,32
114007,54,NA
114008,54,NA
114009,54,NA
114010,54,NA
114012,54,25
114014,54,NA
114015,54,NA
114018,54,34
115120,54,22
117014,54,27
117022,54,30
117023,54,30
120012,54,23
120049,54,27
121023,54,NA
123006,54,22
123007,54,23
123079,54,31
125004,54,31
125006,54,24
125009,54,28
125015,54,25
125018,54,31
126008,54,29
126009,54,24
126016,54,28
127007,54,31
127024,54,31
128013,54,NA
129010,54,25
130015,54,31
131005,54,27
132019,54,NA
132023,54,28
133013,54,33
135006,54,29
135007,54,30
137012,54,26
137021,54,20
137039,54,29
138009,54,NA
141044,54,23
141046,54,25
141047,54,25
141049,54,27
142028,54,NA
143010,54,37
148005,54,27
151035,54,19
154052,54,35
201020,54,32
201043,54,NA
201056,54,28
202006,54,28
202021,54,30
202056,54,27
202067,54,29
202071,54,31
208001,54,21
208003,54,29
208008,54,25
NA,54,NA
211006,54,32
213002,54,NA
220007,54,29
220023,54,27
505036,54,15
505037,54,18
506001,54,2
506014,54,22
507005,54,18
508013,54,19
508027,54,15
508032,54,10
517003,54,6
608003,54,26
609003,54,14
612002,54,26
101015,60,33
101029,60,32
101031,60,26
101034,60,27
101037,60,35
101043,60,NA
101050,60,NA
104005,60,28
104024,60,30
104025,60,28
107037,60,33
107048,60,26
108009,60,NA
108010,60,NA
108025,60,35
108031,60,22
109005,60,36
111009,60,35
111029,60,28
111032,60,28
111052,60,30
113006,60,NA
114006,60,NA
114022,60,NA
115007,60,29
115029,60,NA
115033,60,28
115126,60,NA
117064,60,NA
119020,60,NA
120018,60,NA
120031,60,25
120053,60,27
122002,60,27
122005,60,29
122016,60,NA
125005,60,30
125007,60,29
125008,60,31
125010,60,31
125012,60,23
125013,60,27
125014,60,25
125019,60,31
125021,60,26
125022,60,24
125023,60,28
125024,60,29
125031,60,29
125033,60,29
125046,60,32
125047,60,31
125048,60,33
126005,60,32
126013,60,29
130001,60,36
130003,60,33
130004,60,33
135027,60,35
136006,60,38
136011,60,NA
137015,60,32
139020,60,30
142023,60,NA
143009,60,32
143017,60,29
148017,60,31
148028,60,27
151027,60,29
154036,60,NA
154050,60,NA
201005,60,NA
201006,60,NA
201034,60,NA
201041,60,NA
202029,60,30
202031,60,37
202093,60,32
202106,60,37
207002,60,32
207021,60,30
208007,60,27
211002,60,30
211017,60,NA
218003,60,35
219003,60,35
220012,60,27
220015,60,30
224013,60,30
224014,60,23
224017,60,32
501001,60,23
501005,60,NA
501020,60,NA
501023,60,NA
501029,60,28
505005,60,27
505028,60,NA
505040,60,17
508001,60,26
508002,60,24
508031,60,13
517002,60,13
517013,60,27
526005,60,NA
602002,60,24
607005,60,NA
608007,60,28
612001,60,29
104006,66,NA
104030,66,NA
105033,66,28
105043,66,31
109026,66,30
109055,66,34
109091,66,37
112007,66,30
112031,66,22
113007,66,NA
116025,66,31
116036,66,31
117002,66,32
117006,66,NA
117037,66,NA
117043,66,NA
118001,66,31
118012,66,NA
118017,66,36
120032,66,27
120059,66,27
120067,66,35
123027,66,29
123046,66,29
123052,66,32
125011,66,29
125016,66,34
126001,66,31
126011,66,27
126014,66,32
127011,66,27
127016,66,38
127029,66,36
129017,66,32
131004,66,33
131029,66,32
133005,66,NA
134022,66,31
135004,66,28
135009,66,26
135019,66,31
137003,66,32
137009,66,22
137026,66,38
137036,66,33
137051,66,33
148003,66,26
151028,66,28
151030,66,28
154041,66,24
154055,66,35
201003,66,26
201004,66,29
201011,66,20
201013,66,28
201015,66,31
201022,66,35
201033,66,NA
201040,66,23
201047,66,NA
201053,66,23
201054,66,NA
202005,66,34
202103,66,34
206002,66,NA
208006,66,34
208117,66,NA
208118,66,NA
211024,66,NA
216006,66,NA
219010,66,29
220010,66,NA
220011,66,30
220013,66,24
220017,66,35
221012,66,35
224003,66,30
224020,66,34
227003,66,33
503001,66,15
503006,66,3
503007,66,NA
505014,66,NA
505016,66,14
507002,66,NA
507006,66,NA
508011,66,29
517023,66,32
517028,66,28
529026,66,28
529029,66,14
602003,66,21
602004,66,22
608011,66,26
608014,66,29
101023,72,35
101024,72,30
101047,72,NA
102001,72,33
102009,72,26
104004,72,34
105034,72,31
105035,72,31
107021,72,30
107036,72,35
108016,72,35
109007,72,34
109033,72,37
109064,72,29
109097,72,34
110007,72,NA
111044,72,32
112002,72,33
112032,72,26
113014,72,NA
114002,72,29
115121,72,NA
116043,72,29
117061,72,30
120027,72,30
120030,72,32
120038,72,35
120050,72,34
120065,72,29
123042,72,32
123048,72,31
123057,72,31
125017,72,34
125028,72,23
125034,72,NA
125037,72,28
126010,72,29
126012,72,31
126018,72,32
128008,72,36
128020,72,NA
130005,72,34
130006,72,35
130008,72,33
130009,72,33
130010,72,30
131057,72,36
132015,72,30
133026,72,NA
134007,72,29
134016,72,31
134017,72,34
134018,72,32
134035,72,33
135012,72,NA
137017,72,30
137028,72,34
137038,72,28
137040,72,32
143007,72,33
143013,72,28
148019,72,30
148029,72,32
154037,72,28
154061,72,NA
201007,72,32
201008,72,37
201009,72,34
201010,72,37
201012,72,37
201014,72,28
201030,72,NA
201031,72,NA
201050,72,NA
202073,72,35
202090,72,36
206015,72,NA
207001,72,34
211021,72,NA
213003,72,NA
218009,72,38
219007,72,34
220037,72,NA
220044,72,NA
221005,72,36
221006,72,33
221008,72,36
221009,72,34
223004,72,35
224006,72,35
224009,72,32
224019,72,32
501011,72,NA
501013,72,NA
501014,72,NA
501019,72,NA
501021,72,36
506005,72,27
506015,72,18
508009,72,24
508010,72,24
510004,72,26
517006,72,13
529001,72,27
529025,72,31
602007,72,18
611004,72,15
101002,78,38
101018,78,32
101045,78,NA
104014,78,NA
107008,78,30
107052,78,35
108007,78,NA
108037,78,NA
109003,78,31
109019,78,29
109020,78,35
109069,78,36
109086,78,34
110008,78,NA
111006,78,33
112006,78,33
112034,78,22
112038,78,27
113009,78,NA
114016,78,35
114017,78,38
115043,78,35
117036,78,NA
117049,78,NA
118011,78,38
119009,78,29
119015,78,38
120023,78,33
120056,78,27
120057,78,32
120070,78,32
121018,78,38
122015,78,NA
123015,78,31
123053,78,33
125032,78,NA
127004,78,31
127033,78,38
128021,78,32
129016,78,28
129022,78,34
129029,78,26
131017,78,NA
132006,78,NA
133001,78,NA
133015,78,NA
133030,78,NA
134019,78,35
135008,78,35
137030,78,28
138008,78,32
143008,78,30
148026,78,35
151008,78,33
151016,78,31
154049,78,NA
154059,78,NA
154072,78,NA
201016,78,26
202015,78,27
202027,78,32
202039,78,31
202052,78,31
202089,78,32
206003,78,NA
206019,78,NA
206020,78,38
211016,78,NA
219001,78,37
220002,78,35
220018,78,29
220020,78,29
220024,78,NA
224002,78,36
302005,78,34
302009,78,35
501012,78,NA
501025,78,NA
503004,78,NA
506003,78,21
506022,78,21
517001,78,25
517020,78,33
602006,78,22
602008,78,10
607004,78,33
607007,78,NA
608004,78,32
608012,78,25
611003,78,NA
611007,78,NA
612017,78,29
705002,78,12
101009,84,38
101014,84,NA
101038,84,NA
104017,84,37
107039,84,36
107054,84,38
108003,84,35
109043,84,38
109046,84,36
109051,84,38
109085,84,35
109089,84,36
110006,84,NA
111001,84,38
112003,84,28
112018,84,22
112020,84,27
112033,84,25
112042,84,25
112050,84,28
112051,84,24
112052,84,25
112070,84,25
113005,84,NA
114023,84,38
115002,84,38
115009,84,34
115034,84,35
115048,84,37
117041,84,36
117054,84,NA
119011,84,37
119016,84,37
119019,84,38
120020,84,38
122006,84,34
123002,84,37
123009,84,38
125020,84,35
126004,84,37
127022,84,31
127035,84,38
128019,84,38
129002,84,30
129006,84,29
129012,84,33
130007,84,34
130011,84,37
130012,84,38
130013,84,38
130014,84,38
130016,84,36
130017,84,35
131012,84,38
131015,84,33
131047,84,36
131059,84,38
132021,84,37
133003,84,NA
133012,84,NA
134006,84,36
134026,84,35
135026,84,35
137006,84,33
137032,84,31
137043,84,31
138004,84,36
143004,84,38
143005,84,35
148001,84,30
148012,84,34
148013,84,33
148023,84,36
148030,84,33
151012,84,32
151042,84,31
151043,84,33
151044,84,32
151052,84,31
151053,84,31
151057,84,38
151058,84,33
151059,84,35
154005,84,37
154024,84,NA
154038,84,NA
154040,84,31
154063,84,NA
154067,84,NA
154078,84,31
202097,84,28
206005,84,29
206006,84,NA
206008,84,28
206010,84,38
206017,84,33
206024,84,32
207007,84,27
207024,84,25
211009,84,33
215001,84,30
215004,84,37
216001,84,38
216009,84,35
216017,84,34
218005,84,NA
219004,84,31
219005,84,34
220009,84,33
302006,84,38
501003,84,13
506009,84,30
508023,84,22
508024,84,24
508025,84,23
508028,84,22
508034,84,34
517011,84,33
517017,84,29
517026,84,36
602005,84,23
605004,84,22
701001,84,NA
705004,84,19
101021,96,35
101030,96,36
101032,96,38
102010,96,28
102011,96,35
104023,96,35
108013,96,38
108020,96,NA
108039,96,NA
108043,96,NA
109002,96,30
109021,96,33
109061,96,38
109065,96,35
109088,96,36
110004,96,37
112017,96,31
112036,96,34
112040,96,25
112047,96,31
112068,96,29
113008,96,NA
115127,96,NA
117048,96,NA
118016,96,38
119007,96,38
119014,96,36
119018,96,37
119021,96,37
120044,96,37
120046,96,37
122010,96,28
123010,96,37
123039,96,36
123080,96,36
126007,96,37
128001,96,38
128004,96,38
128024,96,38
130002,96,36
130018,96,36
130019,96,38
130020,96,38
130021,96,38
131016,96,37
131028,96,34
131040,96,33
131056,96,34
132018,96,NA
132022,96,NA
133006,96,NA
133019,96,NA
133020,96,NA
133025,96,NA
133029,96,NA
134003,96,36
134004,96,37
134005,96,27
134010,96,31
134011,96,37
134012,96,33
134013,96,34
134014,96,33
134023,96,38
134024,96,35
134025,96,35
134034,96,34
135001,96,38
135010,96,35
135015,96,NA
136007,96,38
137020,96,38
137027,96,38
137037,96,38
138005,96,36
138017,96,38
143006,96,35
143018,96,35
143023,96,35
148008,96,NA
148025,96,31
151031,96,38
151032,96,32
151036,96,35
151037,96,38
151046,96,34
151047,96,34
151049,96,38
151056,96,28
151060,96,38
202008,96,37
202048,96,36
202050,96,37
202051,96,37
202077,96,25
202091,96,37
202096,96,36
207004,96,38
207018,96,38
216005,96,NA
216016,96,36
219006,96,35
219009,96,32
220019,96,NA
220028,96,38
223005,96,33
223008,96,30
224001,96,37
224005,96,35
224010,96,36
302001,96,38
302008,96,38
503002,96,26
506004,96,30
508003,96,20
510001,96,35
517012,96,30
529008,96,34
529015,96,33
600006,96,28
605002,96,12
605003,96,28
609009,96,10
612012,96,30
101001,108,38
107020,108,38
107055,108,38
108014,108,NA
108041,108,NA
109004,108,38
109016,108,38
109050,108,37
109052,108,29
109068,108,36
109079,108,38
109084,108,38
109095,108,38
111011,108,38
111021,108,36
112044,108,32
112045,108,29
112046,108,32
113004,108,NA
113013,108,NA
115030,108,NA
115035,108,33
115049,108,32
115122,108,NA
116024,108,36
116041,108,35
117035,108,NA
117038,108,37
119004,108,36
119012,108,NA
120024,108,38
120028,108,31
120043,108,26
120051,108,37
120058,108,33
120073,108,36
123065,108,38
123068,108,37
123076,108,38
125001,108,37
126003,108,38
126006,108,38
126019,108,38
128007,108,NA
128010,108,NA
128022,108,NA
129011,108,38
129027,108,38
130022,108,38
130023,108,37
130024,108,37
130025,108,38
131019,108,38
131046,108,36
132010,108,37
132025,108,38
132026,108,NA
132029,108,NA
133028,108,NA
134039,108,34
134044,108,38
137002,108,35
137029,108,34
137033,108,36
137035,108,38
138003,108,37
138013,108,NA
143002,108,36
148007,108,37
148022,108,33
148031,108,34
151003,108,37
151009,108,NA
151015,108,33
151021,108,38
151038,108,33
151051,108,37
151054,108,37
154028,108,38
154029,108,38
154046,108,NA
154056,108,38
154077,108,34
154081,108,35
202002,108,37
202004,108,38
202082,108,35
202098,108,38
211005,108,36
211020,108,36
211023,108,NA
216008,108,NA
219002,108,38
220001,108,35
220008,108,36
220025,108,NA
223009,108,36
302002,108,37
501018,108,NA
501027,108,NA
501031,108,NA
505010,108,15
508016,108,30
510005,108,29
517004,108,36
527004,108,25
600009,108,28
600010,108,25
607003,108,NA
612008,108,30
612013,108,31
101010,120,36
101020,120,NA
101035,120,38
104020,120,NA
107019,120,38
108008,120,NA
108028,120,NA
109012,120,37
109015,120,37
109023,120,36
109037,120,38
109042,120,38
109049,120,31
109094,120,38
111003,120,38
111014,120,38
111035,120,38
111043,120,38
112035,120,29
112041,120,30
112056,120,32
112071,120,30
115032,120,NA
115036,120,38
115044,120,NA
115050,120,27
115128,120,NA
116046,120,37
116058,120,38
116061,120,38
117003,120,38
117005,120,NA
118010,120,37
120071,120,37
122007,120,35
123014,120,38
123023,120,36
123032,120,36
123049,120,36
123056,120,38
123061,120,37
123069,120,38
123078,120,38
127023,120,37
128005,120,37
128011,120,38
128014,120,35
128025,120,37
129001,120,37
129013,120,38
130026,120,38
130027,120,38
132003,120,NA
133002,120,37
133011,120,NA
135003,120,NA
135021,120,NA
135024,120,NA
136005,120,38
137005,120,34
138007,120,38
138016,120,38
143025,120,38
151002,120,38
151019,120,38
151023,120,38
151025,120,38
151026,120,38
151033,120,38
151034,120,36
151039,120,38
151048,120,37
151055,120,34
154010,120,37
154018,120,38
154047,120,36
154058,120,37
154060,120,NA
154080,120,38
202017,120,35
202076,120,38
202094,120,38
207009,120,34
207017,120,35
211003,120,38
215005,120,35
216012,120,NA
219008,120,36
220032,120,34
220036,120,38
302007,120,38
501026,120,NA
505011,120,14
506008,120,36
506013,120,26
508014,120,28
508026,120,33
510008,120,33
517009,120,36
517021,120,36
527002,120,3
600007,120,27
600008,120,28
602001,120,30
611001,120,17
612007,120,22
612014,120,36
102018,132,38
107004,132,36
107016,132,38
107026,132,38
107027,132,38
107030,132,38
107032,132,38
107040,132,37
107041,132,35
107042,132,38
108001,132,NA
108027,132,NA
108045,132,NA
109027,132,38
109029,132,34
109073,132,37
111007,132,38
111025,132,38
111034,132,NA
111042,132,38
112030,132,30
112067,132,38
115123,132,NA
116011,132,37
116016,132,38
116022,132,38
116057,132,38
117032,132,NA
120045,132,38
120066,132,NA
121019,132,38
123008,132,36
123019,132,38
123026,132,38
123029,132,38
123035,132,38
123041,132,38
123043,132,38
